comment_id,komentar,normalized_text,clean_text,token_count,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
467,2030 Indonesia bubar,indonesia bubar,indonesia bubar,2,3,0.7333,45,0.0667,0.0667,0.0667,0.7333,0.0667
468,Seret Jokowi juga biar ada teumeun nya pak nadim,seret jokowi juga biar ada teumeun nya pak nadim,seret jokowi biar teumeun pak nadim,6,1,0.3818,41,0.2,0.3818,0.3818,0.0182,0.0182
469,"Semoga Kebenaran Terungkap...
Semoga Revolusi Total terjadi di Nkri",semoga kebenaran terungkap semoga revolusi total terjadi di nkri,moga benar ungkap moga revolusi total jadi nkri,8,0,0.68,32,0.68,0.0133,0.1467,0.1467,0.0133
470,Woalah,woalah,woalah,1,0,0.2,45,0.2,0.2,0.2,0.2,0.2
471,"Aturan dan hukum ada di Jokowi , sekarang anda yg jadi tumbal kebiadaban Jokowi. 😅😅😅😅",aturan dan hukum ada di jokowi sekarang anda yg jadi tumbal kebiadaban jokowi,atur hukum jokowi sekarang jadi tumbal biadab jokowi,8,4,0.7176,0,0.0118,0.0118,0.0118,0.2471,0.7176
472,ini  yg bikin kabur dari indo,ini yg bikin kabur dari indo,bikin kabur indo,3,3,0.84,45,0.04,0.04,0.04,0.84,0.04
473,tumbal Mulyono,tumbal mulyono,tumbal mulyono,2,4,0.84,24,0.04,0.04,0.04,0.04,0.84
474,Semakin investor asing malas berinvestasi disini...,semakin investor asing malas berinvestasi disini,makin investor asing malas investasi sini,6,3,0.6,45,0.0286,0.0286,0.0286,0.6,0.3143
475,Tidak akan terjadi karena negara ini milik anggota DPR dan para menteri,tidak akan terjadi karena negara ini milik anggota dpr dan para menteri,jadi negara milik anggota dpr menteri,6,4,0.7455,42,0.0182,0.2,0.0182,0.0182,0.7455
476,"@Masihsendiri-n9n  pintar mas,, selamat akal sehat menyentuh anda juga",n n pintar mas selamat akal sehat menyentuh anda juga,pintar mas selamat akal sehat sentuh,6,1,0.6308,45,0.1692,0.6308,0.0154,0.1692,0.0154
477,mulyon mn?,mulyon mn,mulyon,1,0,0.2,45,0.2,0.2,0.2,0.2,0.2
478,Di tumbal kan menjadi tersangka,di tumbal kan menjadi tersangka,tumbal kan jadi sangka,4,4,0.9111,43,0.0222,0.0222,0.0222,0.0222,0.9111
479,"Orang yang sudah berkontribusi di Indonesia,dengan gojek,jutaan manusia bisa hidup, menciptakan lapangan kerja,mana janji 19 juta lapangan kerja yang belum ada buktinya",orang yang sudah berkontribusi di indonesia dengan gojek jutaan manusia bisa hidup menciptakan lapangan kerja mana janji juta lapangan kerja yang belum ada buktinya,orang kontribusi indonesia gojek juta manusia hidup cipta lapang kerja mana janji juta lapang kerja bukti,16,3,0.7161,16,0.0065,0.2645,0.0065,0.7161,0.0065
480,Gpp Kon salahe Kon korupsi,gpp kon salahe kon korupsi,gpp kon salahe kon korupsi,5,1,0.7333,31,0.0667,0.7333,0.0667,0.0667,0.0667
481,Jaman nya jokowi gitu lo... Begini ini.. Astagfirullah..,jaman nya jokowi gitu lo begini ini astagfirullah,jaman jokowi gitu begini astagfirullah,5,2,0.6,41,0.0286,0.0286,0.6,0.3143,0.0286
482,"Hukum sudah gila,Indonesia akantercerai berai,jika cara begini di anggap benar.GILA.....!!! Dzolimmm",hukum sudah gila indonesia akantercerai berai jika cara begini di anggap benar gila dzolimmm,hukum gila indonesia akantercerai berai cara begini anggap benar gila dzolimm,11,3,0.7176,11,0.0118,0.2471,0.0118,0.7176,0.0118
483,"Jadilah org Baik, biar negara ini dipenuhi org baik, nnti kejahatan modar sendiri",jadilah org baik biar negara ini dipenuhi org baik nnti kejahatan modar sendiri,jadi orang baik biar negara penuh orang baik nnti jahat modar sendiri,12,1,0.8526,12,0.0105,0.8526,0.0105,0.0105,0.1158
484,hayo bang hotman.. tolong all out buat nadiem. Dia korban si jeck firaun kota oslo,hayo bang hotman tolong all out buat nadiem dia korban si jeck firaun kota oslo,hayo bang hotman all out buat nadiem korban jeck firaun kota oslo,12,2,0.4769,23,0.0154,0.1692,0.4769,0.1692,0.1692
485,Serem bgt keadilan di Indonesia ini😢,serem bgt keadilan di indonesia ini,rem adil indonesia,3,3,0.6,39,0.0286,0.0286,0.0286,0.6,0.3143
486,Semoga yang zolim mendapatkan balasan dari yang Kuasa dpt azab Allah yang pedih 😢😢,semoga yang zolim mendapatkan balasan dari yang kuasa dpt azab allah yang pedih,moga zolim balas kuasa dpt azab allah pedih,8,0,0.8353,15,0.8353,0.0118,0.1294,0.0118,0.0118
487,"Jokowi gmn...ko ga  ditangkap....enk amat dia.
.!",jokowi gmn ko ga ditangkap enk amat dia,jokowi gmn tangkap enk,4,2,0.8857,41,0.0286,0.0286,0.8857,0.0286,0.0286
488,ada yang mau saham goto.. segala cara dimainin...,ada yang mau saham goto segala cara dimainin,mau saham goto segala cara dimainin,6,1,0.9273,45,0.0182,0.9273,0.0182,0.0182,0.0182
489,"PUNYAPUN ,JG BIL G PUNYA,",punyapun jg bil g punya,punya bil punya,3,1,0.84,45,0.04,0.84,0.04,0.04,0.04
490,Apa yg benarnya,apa yg benarnya,apa benar,2,0,0.44,32,0.44,0.04,0.44,0.04,0.04
491,"Mamam tu, berlumut dah d penjara",mamam tu berlumut dah d penjara,mamam lumut dah penjara,4,4,0.84,17,0.04,0.04,0.04,0.04,0.84
492,Udah kalau korupsi jangan mengelak dong,udah kalau korupsi jangan mengelak dong,udah kalau korupsi jangan elak,5,1,0.9273,20,0.0182,0.9273,0.0182,0.0182,0.0182
493,"selamat pak prabowo, bapak sukses bikin generasi muda Indonesia mikir2 berkontribusi pada negara 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼",selamat pak prabowo bapak sukses bikin generasi muda indonesia mikir berkontribusi pada negara,selamat pak prabowo bapak sukses bikin generasi muda indonesia mikir kontribusi negara,12,3,0.728,42,0.168,0.008,0.088,0.728,0.008
494,"Gak apa2 nanti 15 th lagi susa masih banyak , coba UU perampasan aset di sahkan & di laksanakan pasti para pejabat gak bakan berani korupsi",gak apa nanti th lagi susa masih banyak coba uu perampasan aset di sahkan di laksanakan pasti para pejabat gak bakan berani korupsi,apa susa banyak coba ampas aset sahkan laksana jabat bak berani korupsi,12,2,0.5467,22,0.0133,0.4133,0.5467,0.0133,0.0133
495,"Kenapa ,ya,,,yg disebut sebut ,sbg penerima upeti ,gak di hadirkan sbg saksi...
Hukum yg buta dan berirama.....",kenapa ya yg disebut sebut sbg penerima upeti gak di hadirkan sbg saksi hukum yg buta dan berirama,sebut sebut sbg terima upeti hadir sbg saksi hukum buta irama,11,2,0.5467,38,0.28,0.1467,0.5467,0.0133,0.0133
496,Pendukung koruptor,pendukung koruptor,dukung koruptor,2,2,0.84,26,0.04,0.04,0.84,0.04,0.04
497,​ @SujarwadiSujarwadi-g9i 😊😊😊,g i,,0,0,0.2,45,0.2,0.2,0.2,0.2,0.2
498,Lu ngedukung koruptor ya?,lu ngedukung koruptor ya,ngedukung koruptor,2,3,0.7333,26,0.0667,0.0667,0.0667,0.7333,0.0667
499,Percaya omongan koruptor berarti tidak akan ada koruptor yang di penjara,percaya omongan koruptor berarti tidak akan ada koruptor yang di penjara,percaya omong koruptor arti koruptor penjara,6,2,0.4769,17,0.3231,0.1692,0.4769,0.0154,0.0154
500,​ @kamaruddinsahabu8669 kelak akan tiba saatnya kamu NGRASAKAN spt yg dirasakan pak Nadiem ini persis SESUAI  UCAPANmu,kelak akan tiba saatnya kamu ngrasakan spt yg dirasakan pak nadiem ini persis sesuai ucapanmu,kelak tiba kamu ngrasakan spt rasa pak nadiem persis sesuai ucap,11,0,0.8353,40,0.8353,0.0118,0.0118,0.1294,0.0118
